IPN,Description,Manufacturer,Manufacturer Part Number,Library Ref,Library Path,Footprint Ref,Footprint Path,Footprint Ref 2,Footprint Path 2,Footprint Ref 3,Footprint Path 3,Value,HelpUrl,ComponentLink1Description,ComponentLink1URL
HDR-00001,CONN HEADER VERT 6POS 2.54MM,Amphenol ICC (FCI),68000-406HLF,HDR6,SchLib/Header.SchLib,HDR1X6,PcbLib/Header.PcbLib,,,,,,,,
