IPN,Description,Manufacturer,Manufacturer Part Number,Impedance,Irated,DCR,Library Ref,Library Path,Footprint Ref,Footprint Path,Footprint Ref 2,Footprint Path 2,Footprint Ref 3,Footprint Path 3,Value,HelpUrl,ComponentLink1Description,ComponentLink1URL
FB-00001,FERRITE BEAD 30 OHM 0603 1LN,Murata Electronics,BLM18PG300SZ1D,20Ohm@100MHz,1A,100mOhm,FerriteBead,SchLib\Inductor.Schlib,BLM12*****SZID_INDC1608X09L,PcbLib\Inductor.Pcblib,,,,,,,,
