"IPN","Description","Manufacturer","Manufacturer Part Number","Library Ref","Library Path","Footprint Ref","Footprint Path","Footprint Ref 2","Footprint Path 2","Footprint Ref 3","Footprint Path 3","Value","HelpUrl","ComponentLink1Description","ComponentLink1URL"
"IC-SENSOR-00001","ACCEL 2-16G I2C/SPI 16LGA","STMicroelectronics","LIS3DHTR","LIS3DHTR","SchLib\IC.SchLib","","PcbLib\IC.PcbLib","","","","","4021","http://www.ti.com/lit/ds/symlink/cd4021b-q1.pdf","Datasheet","http://www.ti.com/lit/ds/symlink/cd4021b-q1.pdf"
